name,image,rating,ratings_count,genres,platforms,tags,features
Return to Castle Wolfenstein,https://media.rawg.io/media/games/b47/b47c20aa6cfd4c825d37e2bc68462e9c.jpg,4.23,458,Shooter,Linux|macOS|PC|PlayStation 2,Singleplayer|Multiplayer|Steam Cloud|Atmospheric|Great Soundtrack|First-Person|Sci-fi|Horror|FPS|Gore|Classic|Free to Play|Stealth|Zombies|Futuristic|World War II|Alternate History|Supernatural|sci-fi-shooter,shooter linux macos pc playstation_2 singleplayer multiplayer steam_cloud atmospheric great_soundtrack first-person sci-fi horror fps gore classic free_to_play stealth zombies futuristic world_war_ii alternate_history supernatural sci-fi-shooter
Salt and Sanctuary,https://media.rawg.io/media/games/dd1/dd1cc63c37361fa5c8122daec9bae8bf.jpg,3.92,348,Action|RPG|Indie|Platformer,Nintendo Switch|PlayStation 4|PS Vita|Xbox One|macOS|PC|Linux,Singleplayer|Steam Achievements|Full controller support|Atmospheric|steam-trading-cards|RPG|Co-op|Story Rich|cooperative|2D|Horror|Gore|Difficult|Violent|Split Screen|Local Co-Op|Action RPG|Dark|role-playing|Dark Fantasy|Side Scroller|Metroidvania,action rpg indie platformer nintendo_switch playstation_4 ps_vita xbox_one macos pc linux singleplayer steam_achievements full_controller_support atmospheric steam-trading-cards rpg co-op story_rich cooperative 2d horror gore difficult violent split_screen local_co-op action_rpg dark role-playing dark_fantasy side_scroller metroidvania
Out There Somewhere,https://media.rawg.io/media/screenshots/ddb/ddbcf3f1330e146094b0ce211e33090a.jpg,2.61,144,Action|Adventure|RPG|Strategy|Simulation|Sports|Racing|Casual|Indie,PC|macOS,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|steam-trading-cards|Great Soundtrack|RPG|2D|Sci-fi|Difficult|Pixel Graphics|stats|Retro|Anime|Space|Short|Metroidvania|Shoot 'Em Up|Puzzle-Platformer,action adventure rpg strategy simulation sports racing casual indie pc macos singleplayer steam_achievements full_controller_support steam_cloud steam-trading-cards great_soundtrack rpg 2d sci-fi difficult pixel_graphics stats retro anime space short metroidvania shoot_'em_up puzzle-platformer
Sid Meier's Pirates!,https://media.rawg.io/media/games/7ca/7ca90d463ea0c0252e7d01afe897ffa8.jpg,3.95,266,Action|Adventure|RPG|Strategy|Simulation|Arcade|Educational|Fighting,Xbox|Xbox 360|macOS|PC|Xbox One|PSP|Wii,Singleplayer|Atmospheric|RPG|Open World|Exploration|Difficult|Classic|Sandbox|Historical|Remake|Economy|Choose Your Own Adventure|Trading|Pirates|Naval|Sailing,action adventure rpg strategy simulation arcade educational fighting xbox xbox_360 macos pc xbox_one psp wii singleplayer atmospheric rpg open_world exploration difficult classic sandbox historical remake economy choose_your_own_adventure trading pirates naval sailing
Frozen Synapse,https://media.rawg.io/media/screenshots/672/672ebe061ec559f05af9bb4d28414f4e.jpeg,3.29,178,Action|Strategy|Indie,PC|iOS|macOS|Linux,Singleplayer|Steam Achievements|Multiplayer|steam-trading-cards|Great Soundtrack|cooperative|2D|Sci-fi|Difficult|Tactical|Turn-Based|Replay Value|Turn-Based Strategy|Competitive|Cyberpunk|Top-Down|Steam Turn Notifications|Chess|Asynchronous Multiplayer,action strategy indie pc ios macos linux singleplayer steam_achievements multiplayer steam-trading-cards great_soundtrack cooperative 2d sci-fi difficult tactical turn-based replay_value turn-based_strategy competitive cyberpunk top-down steam_turn_notifications chess asynchronous_multiplayer
Sniper: Ghost Warrior,https://media.rawg.io/media/games/61d/61d15dad7a5c58f58e6f182759fdeb5b.jpg,3.0,245,Action|Shooter,PlayStation 3|iOS|PC|Xbox 360|Android,Singleplayer|Steam Achievements|Multiplayer|First-Person|Partial Controller Support|FPS|Stealth|Bullet Time|Sniper,action shooter playstation_3 ios pc xbox_360 android singleplayer steam_achievements multiplayer first-person partial_controller_support fps stealth bullet_time sniper
Overwatch 2,https://media.rawg.io/media/games/95a/95a10817d1fc648cff1153f3fa8ef6c5.jpg,3.1,370,Action|Shooter|Massively Multiplayer,Xbox Series S/X|PC|Xbox One|PlayStation 5|PlayStation 4|Nintendo Switch,Steam Achievements|Multiplayer|Full controller support|RPG|Co-op|Story Rich|cooperative|First-Person|Sci-fi|FPS|Online Co-Op|Free to Play|PvP|Cross-Platform Multiplayer|In-App Purchases|Cinematic|Team-Based|Competitive|Online PvP|Dark Humor|PvE|Lore-Rich|MOBA|Hero Shooter,action shooter massively_multiplayer xbox_series_s/x pc xbox_one playstation_5 playstation_4 nintendo_switch steam_achievements multiplayer full_controller_support rpg co-op story_rich cooperative first-person sci-fi fps online_co-op free_to_play pvp cross-platform_multiplayer in-app_purchases cinematic team-based competitive online_pvp dark_humor pve lore-rich moba hero_shooter
Final Fantasy IX,https://media.rawg.io/media/games/826/82626e2d7ee7d96656fb9838c2ef7302.jpg,4.35,573,Adventure|RPG,iOS|PlayStation 4|PlayStation|Android|Nintendo Switch|PC|Xbox One,Singleplayer|Steam Achievements|Multiplayer|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|RPG|Story Rich|Open World|Partial Controller Support|Fantasy|Funny|Exploration|Classic|Anime|role-playing|Turn-Based|Medieval|JRPG|Steampunk|Turn-Based Combat|Cult Classic|Party-Based RPG,adventure rpg ios playstation_4 playstation android nintendo_switch pc xbox_one singleplayer steam_achievements multiplayer steam_cloud atmospheric steam-trading-cards great_soundtrack rpg story_rich open_world partial_controller_support fantasy funny exploration classic anime role-playing turn-based medieval jrpg steampunk turn-based_combat cult_classic party-based_rpg
Goodbye Deponia,https://media.rawg.io/media/games/187/187cf9fcec83be0ed55aaf96123fa948.jpg,3.98,261,Adventure|RPG,PlayStation 4|Nintendo Switch|macOS|PC|Xbox One,2D|Comedy|Point & Click|Post-apocalyptic|romantic,adventure rpg playstation_4 nintendo_switch macos pc xbox_one 2d comedy point_&_click post-apocalyptic romantic
The Walking Dead: A New Frontier,https://media.rawg.io/media/games/f0a/f0a65d7d9c4534f8f4897f9d161307ed.jpg,3.63,626,Action|Adventure,PC|iOS|Nintendo Switch|Xbox One|macOS|PlayStation 4|Android,Singleplayer|Full controller support|Atmospheric|Story Rich|Horror|Gore|Female Protagonist|Survival|Violent|Zombies|Point & Click|Post-apocalyptic|Choices Matter|Visual Novel|Drama|Episodic|Comic Book|Choose Your Own Adventure,action adventure pc ios nintendo_switch xbox_one macos playstation_4 android singleplayer full_controller_support atmospheric story_rich horror gore female_protagonist survival violent zombies point_&_click post-apocalyptic choices_matter visual_novel drama episodic comic_book choose_your_own_adventure
Murderous Pursuits,https://media.rawg.io/media/games/534/534d61ab5c9bfe29d94466377f6d0d6b.jpg,2.35,201,Action|RPG|Strategy|Simulation|Indie,iOS|PC,Singleplayer|Steam Achievements|Multiplayer|Third Person|Partial Controller Support|Steam Leaderboards|Online multiplayer|Stealth|Local Multiplayer|stats|Mystery|Assassin,action rpg strategy simulation indie ios pc singleplayer steam_achievements multiplayer third_person partial_controller_support steam_leaderboards online_multiplayer stealth local_multiplayer stats mystery assassin
Stronghold HD,https://media.rawg.io/media/screenshots/88c/88c66f471e0b28d3f6711f162ef0848e_IOHyhbU.jpg,3.97,310,Strategy,macOS|PC,Singleplayer|Multiplayer|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|2D|Classic|Includes level editor|exclusive|Historical|Isometric|Medieval|RTS|true exclusive|Base Building|Resource Management|Economy|Tower Defense|City Builder,strategy macos pc singleplayer multiplayer steam_cloud atmospheric steam-trading-cards great_soundtrack 2d classic includes_level_editor exclusive historical isometric medieval rts true_exclusive base_building resource_management economy tower_defense city_builder
Sonic CD,https://media.rawg.io/media/games/d5e/d5e177d510242bafa6e9e23ecc8158d3.jpg,3.66,249,Action|Platformer,PC|iOS|PlayStation 3|SEGA CD|Xbox One|Xbox 360|Android,Singleplayer|Great Soundtrack|2D|Classic|Pixel Graphics|Retro|Anime|Family Friendly|Colorful|Side Scroller|Fast-Paced|Remake|1990's|Time Travel|Time Attack,action platformer pc ios playstation_3 sega_cd xbox_one xbox_360 android singleplayer great_soundtrack 2d classic pixel_graphics retro anime family_friendly colorful side_scroller fast-paced remake 1990's time_travel time_attack
Prince of Persia: The Forgotten Sands,https://media.rawg.io/media/games/9a2/9a2e789046757af843ef0dd2a435adab.jpg,3.63,468,Action|Adventure,PC|PlayStation 3|Xbox 360,Singleplayer|Third Person|Fantasy|exclusive|Parkour,action adventure pc playstation_3 xbox_360 singleplayer third_person fantasy exclusive parkour
Void Bastards,https://media.rawg.io/media/games/943/9436adc4b833d1026c3805fc4ce602b8.jpg,3.72,330,Action|Strategy|Arcade,PlayStation 4|Nintendo Switch|Xbox One|macOS|PC,Singleplayer|Full controller support|First-Person|Horror|Gore|Violent|Immersive Sim,action strategy arcade playstation_4 nintendo_switch xbox_one macos pc singleplayer full_controller_support first-person horror gore violent immersive_sim
Gran Turismo Sport,https://media.rawg.io/media/games/e98/e989eb7026737bbb7bd386c1d16a5735.jpg,3.92,557,Racing,PlayStation 4,exclusive|true exclusive|Driving,racing playstation_4 exclusive true_exclusive driving
Tom Clancy's Splinter Cell Chaos Theory,https://media.rawg.io/media/games/83b/83b59a9d512bec8bc8bda6b539b215b2.jpg,4.38,481,Action|Adventure,PC|Nintendo DS|PlayStation 3|Xbox 360|Nintendo 3DS|PlayStation 2|Xbox|GameCube|Xbox One,Singleplayer|Multiplayer|Atmospheric|Great Soundtrack|Co-op|Story Rich|cooperative|Third Person|Classic|Stealth|Tactical|Third-Person Shooter,action adventure pc nintendo_ds playstation_3 xbox_360 nintendo_3ds playstation_2 xbox gamecube xbox_one singleplayer multiplayer atmospheric great_soundtrack co-op story_rich cooperative third_person classic stealth tactical third-person_shooter
ELEX,https://media.rawg.io/media/games/dac/dacd97ee0e467e6e97142692f0a2103d.jpg,3.51,308,Action|Adventure|RPG,PC|PlayStation 4|Xbox One,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|RPG|Open World|Third Person|Sci-fi|Fantasy|Violent|Third-Person Shooter|role-playing|War|Post-apocalyptic|controller support|Futuristic|Gothic,action adventure rpg pc playstation_4 xbox_one singleplayer steam_achievements full_controller_support steam_cloud atmospheric steam-trading-cards rpg open_world third_person sci-fi fantasy violent third-person_shooter role-playing war post-apocalyptic controller_support futuristic gothic
State of Decay,https://media.rawg.io/media/games/a34/a34a8c9e1798ef82ee3734719d3c60d3.jpg,3.61,418,Action|RPG|Simulation,Xbox 360|PC,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Atmospheric|RPG|Co-op|Open World|cooperative|Third Person|Horror|Exploration|Steam Leaderboards|Sandbox|Survival|Third-Person Shooter|Zombies|Survival Horror|Post-apocalyptic|Base Building,action rpg simulation xbox_360 pc singleplayer steam_achievements multiplayer full_controller_support atmospheric rpg co-op open_world cooperative third_person horror exploration steam_leaderboards sandbox survival third-person_shooter zombies survival_horror post-apocalyptic base_building
Immortals: Fenyx Rising,https://media.rawg.io/media/games/d51/d51ada3b94bfd617bf91d4344ab81ce9.jpg,3.73,382,Action|Adventure|RPG,PC|PlayStation 5|Xbox One|Nintendo Switch|PlayStation 4|Xbox Series S/X,Singleplayer|RPG|Open World|Third Person|Fantasy|Sandbox|Female Protagonist|Action-Adventure|Action RPG|In-App Purchases|3D|combat|online|battle|puzzles|console|Quick-Time Events|Протагонистка|Mythology|offline|weapons|sword|qte|ancient-greece|greek-mythology,action adventure rpg pc playstation_5 xbox_one nintendo_switch playstation_4 xbox_series_s/x singleplayer rpg open_world third_person fantasy sandbox female_protagonist action-adventure action_rpg in-app_purchases 3d combat online battle puzzles console quick-time_events протагонистка mythology offline weapons sword qte ancient-greece greek-mythology
Friday the 13th: The Game,https://media.rawg.io/media/games/46b/46b62c37c8faf3268a0768b548e6cd9d.jpg,3.12,327,Action|Adventure,PC|Xbox One|PlayStation 4|Nintendo Switch,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Atmospheric|Co-op|Open World|cooperative|Third Person|Horror|Funny|Gore|Difficult|Steam Leaderboards|Survival|Violent|Free to Play|Stealth|stats|Dark|Cross-Platform Multiplayer|Nudity|Survival Horror|Mature|Illuminati,action adventure pc xbox_one playstation_4 nintendo_switch singleplayer steam_achievements multiplayer full_controller_support atmospheric co-op open_world cooperative third_person horror funny gore difficult steam_leaderboards survival violent free_to_play stealth stats dark cross-platform_multiplayer nudity survival_horror mature illuminati
Supreme Commander 2,https://media.rawg.io/media/games/5db/5db33e1b461c60cdbfe48a5f4837101d.jpg,3.28,164,Strategy|Simulation,PC|Xbox 360|Xbox One,Singleplayer|Steam Achievements|Multiplayer|Co-op|cooperative|Sci-fi|Steam Leaderboards|Tactical|stats|Futuristic|RTS|Military|Robots|Base Building|Grand Strategy|Real-Time,strategy simulation pc xbox_360 xbox_one singleplayer steam_achievements multiplayer co-op cooperative sci-fi steam_leaderboards tactical stats futuristic rts military robots base_building grand_strategy real-time
Tiny and Big: Grandpa's Leftovers,https://media.rawg.io/media/screenshots/2a0/2a06e20ebd555f843fe8669a2d4fd11a.jpg,3.07,146,Action|Adventure|Arcade|Indie|Platformer,Linux|PC|macOS,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|Third Person|Funny|Steam Leaderboards|Comedy|stats|Short|Physics|3D Platformer|laser|comic|tiny|radio|hook|illustrative|pants|big|underpants|jump-and-change,action adventure arcade indie platformer linux pc macos singleplayer steam_achievements full_controller_support steam_cloud atmospheric steam-trading-cards great_soundtrack third_person funny steam_leaderboards comedy stats short physics 3d_platformer laser comic tiny radio hook illustrative pants big underpants jump-and-change
SoulCalibur VI,https://media.rawg.io/media/games/91b/91be1a00c767f9e3d79353e505d7f85a.jpg,3.7,221,Action|Fighting,PC|PlayStation 4|Xbox One,Singleplayer|Steam Achievements|Multiplayer|Steam Cloud|Partial Controller Support|Fantasy|Online multiplayer|Split Screen|Local Multiplayer|Character Customization|Beat 'em up,action fighting pc playstation_4 xbox_one singleplayer steam_achievements multiplayer steam_cloud partial_controller_support fantasy online_multiplayer split_screen local_multiplayer character_customization beat_'em_up
UNO,https://media.rawg.io/media/games/ef9/ef96c016bdc6f6d708085536df3d07ae.jpg,3.72,266,Casual|Family,Wii|Xbox One|Nintendo Switch|Nintendo DS|PlayStation 3|PlayStation 4|PC,Singleplayer|Multiplayer|Full controller support|steam-trading-cards|Great Soundtrack|Co-op|Story Rich|cooperative|Sci-fi|Horror|FPS|Online Co-Op|Online multiplayer|Local Co-Op|Local Multiplayer|Family Friendly|Memes|puzzles|Card Game|Board Game|Cold War|board-games,casual family wii xbox_one nintendo_switch nintendo_ds playstation_3 playstation_4 pc singleplayer multiplayer full_controller_support steam-trading-cards great_soundtrack co-op story_rich cooperative sci-fi horror fps online_co-op online_multiplayer local_co-op local_multiplayer family_friendly memes puzzles card_game board_game cold_war board-games
The Beginner's Guide,https://media.rawg.io/media/screenshots/65c/65c8b501f8c2a9c9386411d7b5210934.jpg,4.36,464,Adventure|Indie,macOS|Linux|PC,Singleplayer|Atmospheric|Great Soundtrack|Story Rich|First-Person|Partial Controller Support|Horror|Dark|Captions available|Short|Walking Simulator|Surreal|Narration|Psychological|Experimental|Abstract|Experience,adventure indie macos linux pc singleplayer atmospheric great_soundtrack story_rich first-person partial_controller_support horror dark captions_available short walking_simulator surreal narration psychological experimental abstract experience
World of Warships,https://media.rawg.io/media/screenshots/184/184f145450a5089e9d5a3b2d2229074e.jpg,3.16,174,Action,PC,cooperative|Online Co-Op|Free to Play|Online multiplayer|In-App Purchases|mmo,action pc cooperative online_co-op free_to_play online_multiplayer in-app_purchases mmo
Crayon Physics Deluxe,https://media.rawg.io/media/screenshots/46c/46c7913691660c39c265fb2dc2b73f7d.jpg,3.51,213,Casual|Indie,Android|PC|macOS,Singleplayer|2D|Family Friendly|Cute|Physics|Touch-Friendly,casual indie android pc macos singleplayer 2d family_friendly cute physics touch-friendly
Evoland Legendary Edition,https://media.rawg.io/media/games/7d6/7d6d8bbcdec1a1ad14cd6bbca325a8c0.jpg,3.47,178,Action|Adventure|RPG|Arcade|Casual|Indie,PC|Linux|Nintendo Switch|macOS,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|RPG,action adventure rpg arcade casual indie pc linux nintendo_switch macos singleplayer steam_achievements full_controller_support steam_cloud rpg
Nuclear Throne,https://media.rawg.io/media/screenshots/a2d/a2de25bcbcb0b4f0b015b644534597c4.jpg,4.03,301,Action|Shooter|RPG|Indie,PS Vita|Linux|macOS|PC|PlayStation 4|Nintendo Switch|Xbox One,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Great Soundtrack|RPG|Co-op|2D|Difficult|Steam Leaderboards|Split Screen|Local Co-Op|Pixel Graphics|Local Multiplayer|stats|Post-apocalyptic|Roguelike|Top-Down|Roguelite|Bullet Hell|Perma Death|Top-Down Shooter|Twin Stick Shooter|GameMaker,action shooter rpg indie ps_vita linux macos pc playstation_4 nintendo_switch xbox_one singleplayer steam_achievements full_controller_support steam_cloud great_soundtrack rpg co-op 2d difficult steam_leaderboards split_screen local_co-op pixel_graphics local_multiplayer stats post-apocalyptic roguelike top-down roguelite bullet_hell perma_death top-down_shooter twin_stick_shooter gamemaker
Warcraft 3: Reign of Chaos,https://media.rawg.io/media/games/667/667b4447a90c4896bfd48400ae76af28.jpg,4.45,1408,Strategy,PC|macOS,exclusive|true exclusive,strategy pc macos exclusive true_exclusive
Rusty Lake Hotel,https://media.rawg.io/media/games/156/1560280d5bc572efd0dd88b088112e90.jpg,3.81,209,Adventure|Indie|Puzzle,iOS|PC|macOS|Android,Singleplayer|steam-trading-cards|2D|Horror|Point & Click|Surreal|room-escape,adventure indie puzzle ios pc macos android singleplayer steam-trading-cards 2d horror point_&_click surreal room-escape
Devil May Cry 4,https://media.rawg.io/media/games/566/566f53f43aa1bd28c63cf3a4d21440ee.jpg,4.13,589,Action,PC|Xbox One|Xbox 360|PlayStation 3|PlayStation 4,Singleplayer|Full controller support|Atmospheric|Great Soundtrack|RPG|Story Rich|Third Person|Horror|Fantasy|Difficult|Controller|Hack and Slash|Beat 'em up|Stylized|Demons|Character Action Game|Spectacle fighter,action pc xbox_one xbox_360 playstation_3 playstation_4 singleplayer full_controller_support atmospheric great_soundtrack rpg story_rich third_person horror fantasy difficult controller hack_and_slash beat_'em_up stylized demons character_action_game spectacle_fighter
VA-11 Hall-A: Cyberpunk Bartender Action,https://media.rawg.io/media/games/c57/c57c9f8ea28b148cf991ac49c1e920f4.jpg,4.37,438,Adventure|Simulation,Nintendo Switch|PC|macOS|Linux|PlayStation 4|PS Vita,Singleplayer|Steam Achievements|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|Story Rich|Sci-fi|Funny|Female Protagonist|Comedy|Pixel Graphics|Anime|Nudity|Cute|Choices Matter|Memes|Cyberpunk|Dystopian|Visual Novel,adventure simulation nintendo_switch pc macos linux playstation_4 ps_vita singleplayer steam_achievements steam_cloud atmospheric steam-trading-cards great_soundtrack story_rich sci-fi funny female_protagonist comedy pixel_graphics anime nudity cute choices_matter memes cyberpunk dystopian visual_novel
